Date,Open,High,Low,Close,Volume,Change
2020-09-18,21000,21800,18150,18300,5871649,
2020-09-21,18000,18250,16250,16650,1011009,-0.0901639344262295
2020-09-22,16700,16950,15350,15500,530324,-0.06906906906906907
2020-09-23,15950,16950,15200,16350,756419,0.05483870967741944
2020-09-24,15950,16400,15500,16200,226143,-0.00917431192660545
2020-09-25,16600,16900,16150,16150,257170,-0.0030864197530864335
2020-09-28,16400,16550,15800,15950,140439,-0.012383900928792602
2020-09-29,16050,16450,15850,16000,144539,0.0031347962382444194
2020-10-05,16200,16400,15750,16350,94978,0.02187500000000009
2020-10-06,16450,17100,16200,16650,212462,0.0183486238532109
2020-10-07,16550,17250,16500,17050,146929,0.024024024024023927
2020-10-08,17150,17400,16850,16850,140379,-0.011730205278592365
2020-10-12,16900,17050,16500,16500,83612,-0.020771513353115778
2020-10-13,16600,17000,16400,16550,98112,0.003030303030302939
2020-10-14,16550,16850,16400,16700,60339,0.009063444108761365
2020-10-15,16750,16800,15600,16000,134349,-0.041916167664670656
2020-10-16,15900,16050,15300,15500,91371,-0.03125
2020-10-19,15550,15700,14900,14900,119130,-0.03870967741935483
2020-10-20,14800,14850,14150,14750,117515,-0.010067114093959773
2020-10-21,14900,15150,14750,15000,31807,0.016949152542372836
2020-10-22,14850,15050,14650,14800,43080,-0.013333333333333308
2020-10-23,14850,15150,14750,14950,41137,0.010135135135135087
2020-10-26,14950,15000,14350,14600,45933,-0.02341137123745818
2020-10-27,14350,14900,14300,14600,53712,0.0
2020-10-28,14850,15150,14650,14850,40270,0.017123287671232834
2020-10-29,14550,14800,14400,14800,24052,-0.0033670033670033517
2020-10-30,15000,15050,14250,14300,52227,-0.03378378378378377
2020-11-02,14350,14450,14150,14350,27478,0.0034965034965035446
2020-11-03,14650,14650,14300,14350,51664,0.0
2020-11-04,14400,16750,14350,15600,451480,0.08710801393728218
2020-11-05,15950,19300,15700,18500,3736127,0.1858974358974359
2020-11-06,18500,18500,16750,17350,1077064,-0.06216216216216219
2020-11-09,17700,18200,17500,17900,822477,0.03170028818443793
2020-11-10,17250,17450,16450,16650,385256,-0.06983240223463683
2020-11-11,16600,17950,16600,17050,590880,0.024024024024023927
2020-11-12,17050,17100,16300,16500,224029,-0.032258064516129004
2020-11-13,16650,17250,16450,17000,264876,0.030303030303030276
2020-11-16,17300,17650,16900,17100,338898,0.00588235294117645
2020-11-17,17100,17450,16000,16550,349972,-0.032163742690058506
2020-11-18,16300,16700,16300,16300,121786,-0.015105740181268867
2020-11-19,16300,16650,16000,16150,167710,-0.009202453987730008
2020-11-20,16200,16500,15950,16050,155306,-0.006191950464396245
2020-11-23,16100,16150,15700,15750,114176,-0.01869158878504673
2020-11-24,15750,16150,15650,15800,137287,0.0031746031746031633
2020-11-25,16250,17400,16100,16850,868064,0.06645569620253156
2020-11-26,17050,17250,16300,16350,244212,-0.029673590504451064
2020-11-27,16750,17650,16700,17300,684138,0.05810397553516822
2020-11-30,17500,17550,16950,16950,191350,-0.020231213872832332
2020-12-01,17100,17450,16700,16800,181823,-0.008849557522123908
2020-12-02,16700,16850,16350,16450,136072,-0.02083333333333337
2020-12-03,16350,16500,16000,16000,165455,-0.027355623100303927
2020-12-04,16000,16250,15800,16100,109269,0.006250000000000089
2020-12-07,16100,16100,15350,15450,148692,-0.04037267080745344
2020-12-08,15500,15650,15350,15450,69173,0.0
2020-12-09,15450,15700,15050,15600,126176,0.009708737864077666
2020-12-10,15500,15750,15300,15650,51675,0.0032051282051281937
2020-12-11,15900,15900,15500,15700,61924,0.0031948881789136685
2020-12-14,15600,15600,15200,15250,64084,-0.0286624203821656
2020-12-15,15300,15400,15050,15250,60117,0.0
2020-12-16,15400,15600,15250,15450,79715,0.013114754098360715
2020-12-17,15450,15850,15350,15650,75848,0.012944983818770295
2020-12-18,15650,15950,15250,15700,89699,0.0031948881789136685
2020-12-21,15700,15850,15450,15850,55349,0.009554140127388644
2020-12-22,15750,15850,15250,15300,69281,-0.034700315457413256
2020-12-23,15250,15600,15150,15200,64954,-0.006535947712418277
2020-12-24,15000,15350,14900,15300,81385,0.006578947368421018
2020-12-28,15450,15500,14950,14950,69907,-0.022875816993464082
2020-12-29,15000,15300,14950,15100,33118,0.010033444816053505
2020-12-30,15300,16100,15100,15800,193472,0.04635761589403975
2021-01-04,15950,16150,15500,16100,98911,0.018987341772152
2021-01-05,16350,16650,16150,16450,184811,0.021739130434782705
2021-01-06,16550,16800,16200,16350,106081,-0.006079027355623046
2021-01-07,16600,17100,16250,16900,276400,0.033639143730886945
2021-01-08,17150,17150,16150,16300,137286,-0.035502958579881616
2021-01-11,16350,16450,15600,15900,117073,-0.024539877300613466
2021-01-12,15850,17050,15400,16050,115385,0.009433962264151052
2021-01-13,15900,16300,15900,16100,56021,0.0031152647975076775
2021-01-14,16200,16700,16100,16550,81852,0.02795031055900621
2021-01-15,16600,17150,16450,16800,189568,0.015105740181268867
2021-01-18,16800,16850,15700,16300,129844,-0.029761904761904767
2021-01-19,16300,16650,16300,16500,56589,0.012269938650306678
2021-01-20,16650,16950,16500,16900,102910,0.024242424242424176
2021-01-21,16950,17050,16550,17000,119530,0.00591715976331364
2021-01-22,17000,17250,16850,17000,87291,0.0
2021-01-25,17200,17550,16900,17350,147791,0.020588235294117574
2021-01-26,17350,17450,16850,16900,108999,-0.025936599423631135
2021-01-27,17350,17700,17100,17350,232449,0.026627218934911268
2021-01-28,17000,17000,16550,16700,112044,-0.03746397694524495
2021-01-29,16700,16900,16100,16250,119432,-0.026946107784431184
2021-02-01,16000,16300,15800,16150,67182,-0.006153846153846176
2021-02-02,16350,16750,16200,16350,42568,0.01238390092879249
2021-02-03,16450,16550,16250,16450,29571,0.006116207951070374
2021-02-04,16500,16500,16100,16200,29211,-0.015197568389057725
2021-02-05,16200,16550,16100,16450,48014,0.015432098765432167
2021-02-08,16450,16500,16150,16300,27635,-0.00911854103343468
2021-02-09,16300,16600,16250,16350,31892,0.0030674846625766694
2021-02-10,16350,16600,16200,16500,66176,0.00917431192660545
2021-02-15,16650,17300,16650,17300,372129,0.048484848484848575
2021-02-16,17500,17650,17100,17200,168635,-0.005780346820809301
2021-02-17,17200,17500,17200,17300,102423,0.005813953488372103
2021-02-18,17350,17550,16950,17050,73538,-0.014450867052023142
2021-02-19,17050,17150,16600,17100,49936,0.0029325513196480912
2021-02-22,17100,17350,16750,16800,56211,-0.01754385964912286
2021-02-23,16750,16800,16500,16650,45447,-0.008928571428571397
2021-02-24,16700,16750,16000,16050,55332,-0.036036036036036
2021-02-25,16250,16250,15950,16100,49892,0.0031152647975076775
2021-02-26,15800,15950,15650,15950,33793,-0.009316770186335366
2021-03-02,16250,16250,15900,16000,24567,0.0031347962382444194
2021-03-03,16250,16550,16000,16350,30577,0.02187500000000009
2021-03-04,16350,16400,15800,15950,27345,-0.024464831804281384
2021-03-05,15950,16000,15450,16000,49442,0.0031347962382444194
2021-03-08,16200,16200,15900,16050,21460,0.0031250000000000444
2021-03-09,15900,16150,15700,16000,29966,-0.0031152647975077885
2021-03-10,16300,16300,15850,16100,26516,0.006250000000000089
2021-03-11,16400,16400,15900,16100,31228,0.0
2021-03-12,15950,17350,15950,17000,226532,0.05590062111801242
