Date,Open,High,Low,Close,Volume,Change
2021-07-30,9795,9795,9580,9585,1331,
2021-08-02,9620,9690,9605,9685,1460,0.010432968179447055
2021-08-03,9695,9745,9560,9580,8363,-0.010841507485802815
2021-08-04,9625,9815,9600,9815,8658,0.024530271398747416
2021-08-05,9855,9895,9835,9835,6216,0.002037697401935823
2021-08-06,9900,9960,9800,9960,33812,0.012709710218607118
2021-08-09,9940,9990,9870,9925,14744,-0.003514056224899642
2021-08-10,9935,9950,9830,9860,4850,-0.006549118387909281
2021-08-11,9850,9855,9700,9700,2966,-0.016227180527383367
2021-08-12,9755,9835,9675,9825,2311,0.012886597938144284
2021-08-13,9845,9850,9575,9765,3076,-0.006106870229007688
2021-08-17,9770,9775,9375,9455,2869,-0.031746031746031744
2021-08-18,9355,9525,9295,9485,3109,0.0031729243786355887
2021-08-19,9405,9420,9140,9140,30667,-0.03637322087506589
2021-08-20,9185,9230,8750,8785,5906,-0.03884026258205686
2021-08-23,8835,9100,8835,9100,7423,0.03585657370517925
2021-08-24,9205,9405,9195,9355,15673,0.028021978021977922
2021-08-25,9490,9490,9300,9335,1242,-0.002137894174238375
2021-08-26,9415,9455,9350,9420,21791,0.00910551687198713
2021-08-27,9395,9420,9305,9350,2103,-0.007430997876857748
2021-08-30,9420,9500,9325,9390,1614,0.004278074866310266
2021-08-31,9415,9420,9340,9420,871,0.0031948881789136685
2021-09-01,9430,9485,9410,9445,2648,0.002653927813163426
2021-09-02,9500,9500,9370,9375,1977,-0.007411328745367873
2021-09-03,9400,9430,9300,9335,10936,-0.004266666666666641
2021-09-06,9330,9415,9275,9385,945,0.005356186395286455
2021-09-07,9455,9480,9380,9460,957,0.007991475759190125
2021-09-08,9470,9470,9235,9270,2756,-0.02008456659619451
2021-09-09,9250,9285,9210,9265,1690,-0.0005393743257821049
2021-09-10,9265,9275,8885,9160,4876,-0.011332973556395065
2021-09-13,9135,9145,9000,9020,2067,-0.015283842794759805
2021-09-14,9065,9250,9065,9250,2003,0.02549889135254979
2021-09-15,9245,9265,9195,9210,3064,-0.00432432432432428
2021-09-16,9290,9290,9110,9150,1177,-0.006514657980456029
2021-09-17,9155,9190,9060,9175,994,0.002732240437158362
2021-09-23,9170,9255,9100,9240,1453,0.00708446866485013
2021-09-24,9300,9335,9225,9225,4245,-0.0016233766233766378
2021-09-27,9225,9525,9225,9455,22925,0.024932249322493272
2021-09-28,9530,9670,9460,9490,6717,0.003701745108408261
2021-09-29,9280,9500,9250,9485,5152,-0.0005268703898840821
2021-09-30,9515,9815,9515,9815,19137,0.034791776489193404
2021-10-01,9795,9895,9700,9740,8986,-0.007641365257259336
2021-10-05,9695,9890,9670,9815,7452,0.007700205338809107
2021-10-06,9955,9955,9580,9640,5819,-0.01782985226693834
2021-10-07,9730,10040,9730,10025,21091,0.039937759336099665
