Date,Open,High,Low,Close,Volume,Change
2020-05-22,9985,10020,9980,10020,52,
2020-05-25,9985,9985,9985,9985,0,-0.003493013972055925
2020-05-26,9965,9965,9955,9955,3,-0.003004506760140191
2020-05-27,9920,9920,9920,9920,0,-0.0035158211953791874
2020-05-28,9825,9825,9825,9825,0,-0.009576612903225756
2020-05-29,9890,9890,9890,9890,0,0.00661577608142494
2020-06-01,9850,9850,9850,9850,1,-0.004044489383215333
2020-06-02,9865,9865,9865,9865,50,0.001522842639593902
2020-06-03,9760,9760,9760,9760,0,-0.010643689812468327
2020-06-04,9720,9720,9715,9715,2,-0.004610655737704916
2020-06-05,9700,9700,9650,9650,3,-0.006690684508491973
2020-06-08,9420,9485,9410,9455,24,-0.020207253886010412
2020-06-09,9405,9405,9355,9355,103,-0.01057641459545211
2020-06-10,9340,9345,9340,9345,40,-0.001068947087119243
2020-06-11,9560,9635,9560,9635,162,0.031032637774210725
2020-06-12,9895,9895,9895,9895,1,0.02698495070057083
2020-06-15,10185,10185,10185,10185,0,0.029307731177362406
2020-06-16,9780,9780,9780,9780,0,-0.03976435935198819
2020-06-17,9740,9740,9740,9740,0,-0.004089979550102263
2020-06-18,9855,9855,9855,9855,0,0.01180698151950721
2020-06-19,9760,9760,9760,9760,0,-0.00963977676306449
2020-06-22,9520,9520,9520,9520,0,-0.024590163934426257
2020-06-23,9625,9625,9625,9625,106,0.011029411764705843
2020-06-24,9630,9635,9630,9635,114,0.0010389610389609505
2020-06-25,9585,9585,9585,9585,104,-0.00518941359626357
2020-06-26,9650,9650,9650,9650,103,0.006781429316640608
2020-06-29,9580,9580,9580,9580,104,-0.007253886010362698
2020-06-30,9695,9695,9695,9695,105,0.012004175365344372
2020-07-01,9690,9690,9690,9690,100,-0.000515729757607053
2020-07-02,9745,9745,9745,9745,103,0.005675954592363253
2020-07-03,9765,9765,9765,9765,103,0.0020523345305285545
2020-07-06,9830,9830,9830,9830,102,0.0066564260112647045
2020-07-07,9765,9765,9765,9765,101,-0.00661241098677523
2020-07-08,9780,9780,9780,9780,102,0.001536098310291889
2020-07-09,9795,9795,9795,9795,102,0.0015337423312884457
2020-07-10,9785,9785,9785,9785,0,-0.0010209290454313846
2020-07-13,9785,9785,9785,9785,0,0.0
2020-07-14,9805,9805,9805,9805,1339,0.0020439448134901284
2020-07-15,9805,9805,9805,9805,0,0.0
2020-07-16,9825,9825,9825,9825,0,0.0020397756246812726
2020-07-17,9820,9820,9820,9820,0,-0.0005089058524172518
2020-07-20,9835,9835,9835,9835,203,0.0015274949083503575
2020-07-21,9870,9870,9870,9870,203,0.003558718861210064
2020-07-22,9870,9870,9870,9870,202,0.0
2020-07-23,9870,9870,9870,9870,202,0.0
2020-07-24,9880,9880,9880,9880,202,0.0010131712259371373
2020-07-27,9900,9900,9900,9900,235,0.002024291497975783
2020-07-28,9925,9925,9925,9925,202,0.002525252525252597
2020-07-29,9925,9925,9925,9925,201,0.0
2020-07-30,9935,9935,9935,9935,0,0.001007556675062915
2020-07-31,9945,9945,9945,9945,201,0.0010065425264218497
2020-08-03,9945,9945,9945,9945,201,0.0
2020-08-04,9935,9945,9935,9945,202,0.0
2020-08-05,9950,9950,9950,9950,201,0.0005027652086475598
2020-08-06,9940,9940,9940,9940,201,-0.0010050251256281673
2020-08-07,9930,9930,9930,9930,201,-0.001006036217303774
2020-08-10,9920,9920,9920,9920,234,-0.001007049345417954
2020-08-11,9920,9920,9920,9920,0,0.0
2020-08-12,9935,9935,9935,9935,0,0.0015120967741935054
2020-08-13,9910,9910,9910,9910,0,-0.0025163563160544022
2020-08-14,9895,9895,9895,9895,0,-0.0015136226034309086
2020-08-18,9915,9915,9915,9915,5000,0.002021222839817982
2020-08-19,9900,9900,9900,9900,0,-0.001512859304084735
2020-08-20,9960,9960,9960,9960,8024,0.0060606060606061
2020-08-21,9925,9925,9925,9925,0,-0.003514056224899642
2020-08-24,9945,9945,9945,9945,0,0.002015113350126052
2020-08-25,9945,9945,9945,9945,0,0.0
2020-08-26,9950,9950,9950,9950,0,0.0005027652086475598
2020-08-27,9930,9930,9930,9930,0,-0.0020100502512563345
2020-08-28,9880,9880,9880,9880,0,-0.0050352467270896595
2020-08-31,9885,9885,9885,9885,0,0.0005060728744938903
2020-09-01,9895,9895,9895,9895,1,0.001011633788568611
2020-09-02,9855,9855,9855,9855,0,-0.004042445679636186
2020-09-03,9800,9800,9800,9800,0,-0.005580923389142622
2020-09-04,9885,9885,9885,9885,0,0.00867346938775504
2020-09-07,9960,9960,9960,9960,0,0.007587253414264028
2020-09-08,9985,9985,9985,9985,0,0.0025100401606426015
2020-09-09,9945,9945,9945,9945,0,-0.0040060090135203286
2020-09-10,9985,9985,9985,9985,0,0.004022121669180478
2020-09-11,9990,9990,9990,9990,0,0.0005007511266901243
2020-09-14,10020,10020,10020,10020,0,0.0030030030030030463
2020-09-15,10035,10035,10035,10035,0,0.0014970059880239361
2020-09-16,10050,10050,10050,10050,0,0.001494768310911887
2020-09-17,10050,10050,10050,10050,0,0.0
2020-09-18,10050,10050,10050,10050,11,0.0
2020-09-21,10050,10050,10050,10050,5,0.0
2020-09-22,10035,10035,10000,10010,7,-0.003980099502487566
2020-09-23,10045,10045,10045,10045,1,0.0034965034965035446
2020-09-24,9980,9980,9980,9980,1,-0.006470881035340992
2020-09-25,10000,10000,10000,10000,0,0.002004008016031955
2020-09-28,10090,10090,10090,10090,0,0.008999999999999897
2020-09-29,10115,10115,10115,10115,3,0.0024777006937561907
2020-10-05,10150,10150,10150,10150,1,0.0034602076124568004
2020-10-06,10160,10160,10160,10160,0,0.0009852216748769127
2020-10-07,10170,10170,10170,10170,0,0.0009842519685039353
2020-10-08,10185,10185,10185,10185,0,0.001474926253687281
2020-10-12,10180,10180,10180,10180,0,-0.0004909180166912108
2020-10-13,10060,10060,10060,10060,0,-0.011787819253438081
2020-10-14,10080,10080,10080,10080,0,0.001988071570576455
2020-10-15,10135,10135,10135,10135,0,0.005456349206349298
2020-10-16,10135,10135,10135,10135,0,0.0
2020-10-19,10135,10135,10135,10135,0,0.0
2020-10-20,10135,10135,10135,10135,0,0.0
2020-10-21,10140,10140,10135,10135,8,0.0
2020-10-22,10125,10125,10125,10125,0,-0.0009866798223976403
2020-10-23,10145,10145,10145,10145,0,0.0019753086419753707
2020-10-26,10145,10145,10145,10145,0,0.0
2020-10-27,10100,10105,10100,10105,8,-0.003942828979793034
2020-10-28,10075,10075,10075,10075,0,-0.002968827313211242
2020-10-29,9995,9995,9995,9995,0,-0.007940446650124056
2020-10-30,9920,9920,9920,9920,0,-0.007503751875937992
2020-11-02,9990,9990,9990,9990,0,0.007056451612903247
