Date,Open,High,Low,Close,Volume,Change
2020-12-16,10050,10050,9880,9960,867664,
2020-12-17,10030,10185,10020,10175,636456,0.02158634538152615
2020-12-18,10295,10315,10135,10210,465726,0.003439803439803546
2020-12-21,10290,10290,10145,10180,447744,-0.002938295788442735
2020-12-22,10175,10245,10055,10080,610863,-0.00982318271119842
2020-12-23,10080,10485,10080,10460,394055,0.037698412698412787
2020-12-24,10465,10465,10070,10200,428357,-0.0248565965583174
2020-12-28,10220,10220,9585,9605,835245,-0.05833333333333335
2020-12-29,9690,9885,9690,9790,468299,0.019260801665799132
2020-12-30,9840,10070,9810,10070,420336,0.02860061287027582
2021-01-04,10210,10375,10120,10305,306017,0.02333664349553133
2021-01-05,10340,10340,10220,10300,271316,-0.00048520135856378044
2021-01-06,10440,10625,10400,10460,455203,0.01553398058252431
2021-01-07,10410,10510,10140,10185,522848,-0.026290630975143392
2021-01-08,10300,10640,10220,10535,519752,0.03436426116838498
2021-01-11,10685,10880,10605,10685,572399,0.014238253440911341
2021-01-12,10700,10790,10625,10745,385620,0.005615348619560034
2021-01-13,10780,10900,10580,10655,508332,-0.008375988832014847
2021-01-14,10800,10975,10705,10890,409148,0.022055373064289174
2021-01-15,10960,10960,10620,10810,242296,-0.00734618916437102
2021-01-18,10810,11250,10750,11225,351674,0.03839037927844591
2021-01-19,11580,11760,11280,11570,511654,0.030734966592427693
2021-01-20,11755,12140,11600,12140,690672,0.04926534140017291
2021-01-21,12465,13785,12035,12130,1075525,-0.0008237232289950436
2021-01-22,12245,12300,12010,12205,630958,0.006183017312448413
2021-01-25,12230,12670,12190,12560,1011570,0.029086439983613266
2021-01-26,12695,12700,12210,12425,932282,-0.010748407643312086
2021-01-27,12615,12615,11905,12265,711024,-0.012877263581488885
2021-01-28,11800,12175,11800,11900,538747,-0.02975947818997149
2021-01-29,12020,12110,11645,11645,584473,-0.021428571428571463
2021-02-01,11600,12190,11515,12190,345105,0.046801202232718
2021-02-02,12500,12590,12290,12515,511665,0.026661197703035322
2021-02-03,12640,12640,12340,12585,566375,0.0055932880543347885
2021-02-04,12585,12665,12155,12365,443083,-0.017481128327373807
2021-02-05,12645,12645,12365,12405,365764,0.0032349373230893264
2021-02-08,12470,12470,12170,12295,443466,-0.008867392180572309
